24413653,1001,,treats,,Fenbendazole,,,,helminthiasis,,,,,
9783282,1002,,treats,,Thiabendazole,,,,helminthiasis,,,,,
22678969,1003,,treats,,Albendazole,,,,Infection,,,,,
10750815,1004,,treats,,Albendazole,,,,onchocerciasis,,,,,
10114050,1005,,treats,,Albendazole,,,,toxocariasis,,,,,
9588560,1006,,treats,,Albendazole,,,,trichuriasis,,,,,
9492446,1007,,treats,,Albendazole,,,,filariasis,,,,,
8712067,1008,,treats,,Albendazole,,,,helminthiasis,,,,,
7789677,1009,,treats,,Albendazole,,,,strongyloidiasis,,,,,
7640018,1010,,treats,,Albendazole,,,,filarial elephantiasis,,,,,
7620262,1011,,treats,,Albendazole,,,,Hookworm Infections,,,,,
7226097,1012,,treats,,Albendazole,,,,cysticercosis,,,,,
25678577,1013,,treats,,Latamoxef,,,,bacterial infectious disease,,,,,
26824955,1014,,treats,,Ibuprofen,,,,spondylosis,,,,,
25670779,1015,,treats,,Ibuprofen,,,,sunburn,,,,,
25518118,1016,,treats,,Ibuprofen,,,,Fractured ankle,,,,,
25321029,1017,,treats,,Ibuprofen,,,,bronchopulmonary dysplasia,,,,,
22125431,1018,,treats,,Ibuprofen,,,,preeclampsia,,,,,
21268743,1019,,treats,,Ibuprofen,,,,glioma,,,,,
20821983,1020,,treats,,Ibuprofen,,,,common cold,,,,,
20285347,1021,,treats,,Ibuprofen,,,,periodontitis,,,,,
19270581,1022,,treats,,Ibuprofen,,,,bone fracture,,,,,
17621968,1023,,treats,,Ibuprofen,,,,Cognitive impairment,,,,,
17292168,1024,,treats,,Ibuprofen,,,,Chronic pain,,,,,
15258520,1025,,treats,,Ibuprofen,,,,cardiovascular disorder,,,,,
13826476,1026,,treats,,Ibuprofen,,,,"osteoarthritis, spine",,,,,
13722152,1027,,treats,,Ibuprofen,,,,Neck pain,,,,,
11790277,1028,,treats,,Ibuprofen,,,,hypertensive disorder,,,,,
11536369,1029,,treats,,Ibuprofen,,,,seasonal allergic rhinitis,,,,,
11381904,1030,,treats,,Ibuprofen,,,,Premature birth,,,,,
11239637,1031,,treats,,Ibuprofen,,,,Back pain,,,,,
10195210,1032,,treats,,Ibuprofen,,,,influenza,,,,,
9950431,1033,,treats,,Ibuprofen,,,,rheumatic disorder,,,,,
9913360,1034,,treats,,Ibuprofen,,,,Myalgia,,,,,
9550056,1035,,treats,,Ibuprofen,,,,Acute Pain,,,,,
9536612,1036,,treats,,Ibuprofen,,,,Low back pain,,,,,
9444914,1037,,treats,,Ibuprofen,,,,Arthralgia,,,,,
9436288,1038,,treats,,Ibuprofen,,,,Alzheimer disease,,,,,
9104501,1039,,treats,,Ibuprofen,,,,injury,,,,,
8748381,1040,,treats,,Ibuprofen,,,,Dysmenorrhea,,,,,
8698382,1041,,treats,,Ibuprofen,,,,Tension-type headache,,,,,
8452594,1042,,treats,,Ibuprofen,,,,migraine disorder,,,,,
8420965,1043,,treats,,Ibuprofen,,,,Hemorrhage,,,,,
8397426,1044,,treats,,Ibuprofen,,,,rheumatoid arthritis,,,,,
7887942,1045,,treats,,Ibuprofen,,,,osteoarthritis,,,,,
7852264,1046,,treats,,Ibuprofen,,,,Headache,,,,,
7851777,1047,,treats,,Ibuprofen,,,,patent ductus arteriosus,,,,,
7732956,1048,,treats,,Ibuprofen,,,,Pain,,,,,
7686895,1049,,treats,,Ibuprofen,,,,arthritic joint disease,,,,,
7258310,1050,,treats,,Ibuprofen,,,,Fever,,,,,
7210912,1051,,treats,,Ibuprofen,,,,Toothache,,,,,
25984950,1052,,treats,,Cefmenoxime,,,,bacterial infectious disease,,,,,
21500374,1053,,treats,,Ivabradine,,,,hypotensive disorder,,,,,
18841652,1054,,treats,,Ivabradine,,,,toxic shock syndrome,,,,,
18126606,1055,,treats,,Ivabradine,,,,mitral valve stenosis,,,,,
17604342,1056,,treats,,Ivabradine,,,,atrial fibrillation,,,,,
17604340,1057,,treats,,Ivabradine,,,,diastolic heart failure,,,,,
15681673,1058,,treats,,Ivabradine,,,,multiple organ dysfunction syndrome,,,,,
15641743,1059,,treats,,Ivabradine,,,,systolic heart failure,,,,,
13559450,1060,,treats,,Ivabradine,,,,Tachycardia,,,,,
12424888,1061,,treats,,Ivabradine,,,,coronary artery disorder,,,,,
12164130,1062,,treats,,Ivabradine,,,,Stable angina,,,,,
11342280,1063,,treats,,Ivabradine,,,,cardiovascular disorder,,,,,
26843374,1064,,treats,,Cefixime,,,,tonsillitis,,,,,
23970374,1065,,treats,,Cefixime,,,,Infection,,,,,
22544340,1066,,treats,,Cefixime,,,,pharyngitis,,,,,
22138225,1067,,treats,,Cefixime,,,,syphilis,,,,,
20619094,1068,,treats,,Cefixime,,,,bronchitis,,,,,
12941415,1069,,treats,,Cefixime,,,,otitis media,,,,,
8827692,1070,,treats,,Cefixime,,,,gonorrhea,,,,,
7594422,1071,,treats,,Cefixime,,,,bacterial infectious disease,,,,,
26078551,1072,,treats,,Ceftizoxime,,,,bacterial infectious disease,,,,,
25661332,1073,,treats,,Ceftizoxime,,,,osteomyelitis,,,,,
23911647,1074,,treats,,Trimetazidine,,,,diabetic kidney disease,,,,,
17755056,1075,,treats,,Trimetazidine,,,,Cardiotoxicity,,,,,
17682787,1076,,treats,,Trimetazidine,,,,cardiovascular disorder,,,,,
19370408,1077,,treats,,Cefodizime,,,,bacterial infectious disease,,,,,
9968932,1078,,treats,,Acadesine,,,,B-cell chronic lymphocytic leukemia,,,,,
24441273,1079,,treats,,Ranolazine,,,,amyotrophic lateral sclerosis,,,,,
16822044,1080,,treats,,Ranolazine,,,,type 2 diabetes mellitus,,,,,
15243162,1081,,treats,,Ranolazine,,,,diastolic heart failure,,,,,
14672486,1082,,treats,,Ranolazine,,,,long QT syndrome,,,,,
13891593,1083,,treats,,Ranolazine,,,,atrial fibrillation,,,,,
12975239,1084,,treats,,Ranolazine,,,,coronary artery disorder,,,,,
10629663,1085,,treats,,Ranolazine,,,,Angina pectoris,,,,,
9302562,1086,,treats,,Ranolazine,,,,myocardial ischemia,,,,,
9302560,1087,,treats,,Ranolazine,,,,cardiovascular disorder,,,,,
27475554,1088,,treats,,Prednisolone,,,,microscopic polyangiitis,,,,,
26307899,1089,,treats,,Prednisolone,,,,eye disorder,,,,,
25942811,1090,,treats,,Prednisolone,,,,sympathetic ophthalmia,,,,,
24297743,1091,,treats,,Prednisolone,,,,exfoliative dermatitis,,,,,
24291326,1092,,treats,,Prednisolone,,,,Anti-neutrophil cytoplasmic antibody-associated vasculitis,,,,,
24042094,1093,,treats,,Prednisolone,,,,biliary atresia,,,,,
23981131,1094,,treats,,Prednisolone,,,,mycosis fungoides,,,,,
23374627,1095,,treats,,Prednisolone,,,,trichinellosis,,,,,
22580782,1096,,treats,,Prednisolone,,,,interstitial lung disease 2,,,,,
22500116,1097,,treats,,Prednisolone,,,,HIV infectious disease,,,,,
22130331,1098,,treats,,Prednisolone,,,,schizophrenia,,,,,
21634207,1099,,treats,,Prednisolone,,,,chronic primary adrenal insufficiency,,,,,
21254689,1100,,treats,,Prednisolone,,,,hypersensitivity pneumonitis,,,,,
20836940,1101,,treats,,Prednisolone,,,,juvenile idiopathic arthritis,,,,,
20612701,1102,,treats,,Prednisolone,,,,myocarditis,,,,,
17604301,1103,,treats,,Prednisolone,,,,cataract,,,,,
17312178,1104,,treats,,Prednisolone,,,,type 2 diabetes mellitus,,,,,
17184322,1105,,treats,,Prednisolone,,,,croup,,,,,
16852549,1106,,treats,,Prednisolone,,,,mature T-cell and NK-cell non-Hodgkin lymphoma,,,,,
16360878,1107,,treats,,Prednisolone,,,,ophthalmic herpes zoster,,,,,
15441636,1108,,treats,,Prednisolone,,,,lipoma,,,,,
15369817,1109,,treats,,Prednisolone,,,,pericarditis,,,,,
15104714,1110,,treats,,Prednisolone,,,,pulmonary eosinophilia,,,,,
14992803,1111,,treats,,Prednisolone,,,,aplastic anemia,,,,,
14742554,1112,,treats,,Prednisolone,,,,psoriasis,,,,,
14676056,1113,,treats,,Prednisolone,,,,habitual spontaneous abortion,,,,,
14345678,1114,,treats,,Prednisolone,,,,thrombotic thrombocytopenic purpura,,,,,
14012190,1115,,treats,,Prednisolone,,,,angioimmunoblastic T-cell lymphoma,,,,,
13758030,1116,,treats,,Prednisolone,,,,optic neuritis,,,,,
13566191,1117,,treats,,Prednisolone,,,,follicular lymphoma,,,,,
13327146,1118,,treats,,Prednisolone,,,,allergic bronchopulmonary aspergillosis,,,,,
13311736,1119,,treats,,Prednisolone,,,,neoplasm,,,,,
12767794,1120,,treats,,Prednisolone,,,,pneumonia,,,,,
12190701,1121,,treats,,Prednisolone,,,,castration-resistant prostate carcinoma,,,,,
11988157,1122,,treats,,Prednisolone,,,,diffuse large B-cell lymphoma,,,,,
11889996,1123,,treats,,Prednisolone,,,,mucocutaneous lymph node syndrome,,,,,
11813573,1124,,treats,,Prednisolone,,,,focal segmental glomerulosclerosis,,,,,
11810617,1125,,treats,,Prednisolone,,,,congenital adrenal hyperplasia,,,,,
11808057,1126,,treats,,Prednisolone,,,,keratitis,,,,,
11527350,1127,,treats,,Prednisolone,,,,"dermatitis, atopic",,,,,
11526277,1128,,treats,,Prednisolone,,,,kidney disorder,,,,,
11497678,1129,,treats,,Prednisolone,,,,infertility disorder,,,,,
11373326,1130,,treats,,Prednisolone,,,,prostate cancer,,,,,
11166363,1131,,treats,,Prednisolone,,,,canker sore,,,,,
11166362,1132,,treats,,Prednisolone,,,,lichen planus,,,,,
11166361,1133,,treats,,Prednisolone,,,,erythema multiforme,,,,,
10782301,1134,,treats,,Prednisolone,,,,adrenocortical insufficiency,,,,,
10757066,1135,,treats,,Prednisolone,,,,atopic eczema,,,,,
10671990,1136,,treats,,Prednisolone,,,,Headache,,,,,
10574410,1137,,treats,,Prednisolone,,,,synovitis,,,,,
10574409,1138,,treats,,Prednisolone,,,,epicondylitis,,,,,
10565149,1139,,treats,,Prednisolone,,,,osteoarthritis,,,,,
10557390,1140,,treats,,Prednisolone,,,,peptic ulcer disease,,,,,
10513879,1141,,treats,,Prednisolone,,,,celiac disease,,,,,
10509017,1142,,treats,,Prednisolone,,,,hepatocellular carcinoma,,,,,
10502737,1143,,treats,,Prednisolone,,,,hemolytic anemia,,,,,
10335998,1144,,treats,,Prednisolone,,,,pemphigus,,,,,
10020250,1145,,treats,,Prednisolone,,,,Hodgkins lymphoma,,,,,
9848677,1146,,treats,,Prednisolone,,,,Inflammation,,,,,
9729887,1147,,treats,,Prednisolone,,,,glomerulonephritis,,,,,
9717382,1148,,treats,,Prednisolone,,,,hemangioma,,,,,
9668241,1149,,treats,,Prednisolone,,,,pure red-cell aplasia,,,,,
9538921,1150,,treats,,Prednisolone,,,,Graves disease,,,,,
9135976,1151,,treats,,Prednisolone,,,,sarcoidosis,,,,,
9109448,1152,,treats,,Prednisolone,,,,psoriatic arthritis,,,,,
9077262,1153,,treats,,Prednisolone,,,,lymphoma,,,,,
9061500,1154,,treats,,Prednisolone,,,,dermatomyositis,,,,,
9046445,1155,,treats,,Prednisolone,,,,systemic sclerosis,,,,,
9013774,1156,,treats,,Prednisolone,,,,ocular pemphigoid,,,,,
8939337,1157,,treats,,Prednisolone,,,,membranous glomerulonephritis,,,,,
8906209,1158,,treats,,Prednisolone,,,,allergic disease,,,,,
8865745,1159,,treats,,Prednisolone,,,,subacute thyroiditis,,,,,
8819323,1160,,treats,,Prednisolone,,,,meningeal tuberculosis,,,,,
8755027,1161,,treats,,Prednisolone,,,,hypereosinophilic syndrome,,,,,
8752241,1162,,treats,,Prednisolone,,,,West syndrome,,,,,
8647269,1163,,treats,,Prednisolone,,,,pulmonary tuberculosis,,,,,
8583398,1164,,treats,,Prednisolone,,,,leprosy,,,,,
8573433,1165,,treats,,Prednisolone,,,,alcoholic hepatitis,,,,,
8540122,1166,,treats,,Prednisolone,,,,autoimmune hemolytic anemia,,,,,
8499057,1167,,treats,,Prednisolone,,,,lupus nephritis,,,,,
8455402,1168,,treats,,Prednisolone,,,,chronic obstructive pulmonary disease,,,,,
8268574,1169,,treats,,Prednisolone,,,,thrombocytopenia,,,,,
7990669,1170,,treats,,Prednisolone,,,,non-Hodgkin lymphoma,,,,,
7986379,1171,,treats,,Prednisolone,,,,Crohn disease,,,,,
7985554,1172,,treats,,Prednisolone,,,,acute lymphoblastic leukemia,,,,,
7941298,1173,,treats,,Prednisolone,,,,granulomatosis with polyangiitis,,,,,
7927983,1174,,treats,,Prednisolone,,,,nephrotic syndrome,,,,,
7900660,1175,,treats,,Prednisolone,,,,temporal arteritis,,,,,
7900659,1176,,treats,,Prednisolone,,,,polymyalgia rheumatica,,,,,
7866839,1177,,treats,,Prednisolone,,,,acute myeloid leukemia,,,,,
7819165,1178,,treats,,Prednisolone,,,,systemic lupus erythematosus,,,,,
7800931,1179,,treats,,Prednisolone,,,,autoimmune thrombocytopenic purpura,,,,,
7704078,1180,,treats,,Prednisolone,,,,colitis,,,,,
7676165,1181,,treats,,Prednisolone,,,,hypercalcemia disease,,,,,
7603475,1182,,treats,,Prednisolone,,,,Duchenne muscular dystrophy,,,,,
7600829,1183,,treats,,Prednisolone,,,,multiple sclerosis,,,,,
7586864,1184,,treats,,Prednisolone,,,,ulcerative colitis,,,,,
7485161,1185,,treats,,Prednisolone,,,,uveitis,,,,,
7430895,1186,,treats,,Prednisolone,,,,asthma,,,,,
7417999,1187,,treats,,Prednisolone,,,,IgA glomerulonephritis,,,,,
7158230,1188,,treats,,Prednisolone,,,,rheumatoid arthritis,,,,,
23769275,1189,,treats,,Hydrocortisone,,,,leukemia,,,,,
22345112,1190,,treats,,Hydrocortisone,,,,oral submucous fibrosis,,,,,
22282269,1191,,treats,,Hydrocortisone,,,,Infection,,,,,
21368080,1192,,treats,,Hydrocortisone,,,,lymphoma,,,,,
19834754,1193,,treats,,Hydrocortisone,,,,cardiac arrest,,,,,
17499762,1194,,treats,,Hydrocortisone,,,,dermatitis,,,,,
16946872,1195,,treats,,Hydrocortisone,,,,adrenal cortex neoplasm,,,,,
15753359,1196,,treats,,Hydrocortisone,,,,dissociative amnesia,,,,,
15602187,1197,,treats,,Hydrocortisone,,,,Hypoxemia,,,,,
15325707,1198,,treats,,Hydrocortisone,,,,psoriasis,,,,,
15213238,1199,,treats,,Hydrocortisone,,,,herpes labialis,,,,,
14532907,1200,,treats,,Hydrocortisone,,,,cirrhosis of liver,,,,,
14075841,1201,,treats,,Hydrocortisone,,,,acute lymphoblastic leukemia,,,,,
13951019,1202,,treats,,Hydrocortisone,,,,HIV infectious disease,,,,,
13724762,1203,,treats,,Hydrocortisone,,,,severe acute respiratory syndrome,,,,,
13691671,1204,,treats,,Hydrocortisone,,,,Insulin resistance,,,,,
12881395,1205,,treats,,Hydrocortisone,,,,myocardial infarction,,,,,
12524121,1206,,treats,,Hydrocortisone,,,,neoplasm,,,,,
11965490,1207,,treats,,Hydrocortisone,,,,injury,,,,,
11029944,1208,,treats,,Hydrocortisone,,,,eye disorder,,,,,
10518308,1209,,treats,,Hydrocortisone,,,,ulcerative colitis,,,,,
10516843,1210,,treats,,Hydrocortisone,,,,diffuse alopecia areata,,,,,
10492262,1211,,treats,,Hydrocortisone,,,,osteoarthritis,,,,,
10480635,1212,,treats,,Hydrocortisone,,,,atopic conjunctivitis,,,,,
10280121,1213,,treats,,Hydrocortisone,,,,melanoma,,,,,
10221382,1214,,treats,,Hydrocortisone,,,,atopic eczema,,,,,
9971730,1215,,treats,,Hydrocortisone,,,,pneumonia,,,,,
9665107,1216,,treats,,Hydrocortisone,,,,prostate cancer,,,,,
9535781,1217,,treats,,Hydrocortisone,,,,adrenocortical insufficiency,,,,,
9459897,1218,,treats,,Hydrocortisone,,,,hypotensive disorder,,,,,
9175521,1219,,treats,,Hydrocortisone,,,,type 1 diabetes mellitus,,,,,
8776300,1220,,treats,,Hydrocortisone,,,,Inflammation,,,,,
8632826,1221,,treats,,Hydrocortisone,,,,bronchopulmonary dysplasia,,,,,
8540090,1222,,treats,,Hydrocortisone,,,,"dermatitis, atopic",,,,,
